date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:06:14	77206/77206	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:01%20GMT	https://ipsusa.net/blog/3-steps-to-establish-a-call-center-outsourcing-company/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-steps-to-establish-a-call-center-outsourcing-company/assets/img/user4.jpg	(from https://ipsusa.net/blog/3-steps-to-establish-a-call-center-outsourcing-company/)
08:06:15	3428/3428	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/feed/index.html	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:15	11672/11672	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:02%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/4077	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/4077.json	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:15	2601/2601	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:03%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fdo-what-you-do-best-and-outsource-the-rest%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed9a5c.json	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:03%20GMT	https://ipsusa.net/?p=4077	C:/My%20Web%20Sites/techverse/ipsusa.net/index15df.html	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:16	2803/2803	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:03%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fdo-what-you-do-best-and-outsource-the-rest%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed3c0d	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:22	102508/102508	---MC-	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202024%2015:07:05%20GMT	http://ipsusa.net/blog/leveraging-digital-marketing-services-is-an-elixir-for-brands/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/leveraging-digital-marketing-services-is-an-elixir-for-brands/index.html	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:22	77169/77169	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:04%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user1.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:23	77197/77197	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:10%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:24	77196/77196	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:11%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:25	77168/77168	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:12%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user2.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:26	77170/77170	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:13%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user3.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:27	77169/77169	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:14%20GMT	https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/assets/img/user4.jpg	(from https://ipsusa.net/blog/do-what-you-do-best-and-outsource-the-rest/)
08:06:28	12361/12361	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:15%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/4058	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/4058.json	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:28	8791/8791	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/feed/index.html	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:29	2681/2681	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:16%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fwhy-should-your-business-go-for-call-center-outsourcing%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embede18a.json	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:16%20GMT	https://ipsusa.net/?p=4058	C:/My%20Web%20Sites/techverse/ipsusa.net/index0f22.html	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:29	2883/2883	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:17%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fwhy-should-your-business-go-for-call-center-outsourcing%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed54c6	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:30	77208/77208	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:17%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user1.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:32	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:19%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:33	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:20%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:34	77207/77207	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:21%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user2.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:35	77207/77207	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:22%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user3.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:36	77208/77208	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:23%20GMT	https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/assets/img/user4.jpg	(from https://ipsusa.net/blog/why-should-your-business-go-for-call-center-outsourcing/)
08:06:36	17291/17291	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:24%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/4120	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/4120.json	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:37	908/908	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/feed/index.html	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:37	2750/2750	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:25%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Femerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed4c0a.json	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:25%20GMT	https://ipsusa.net/?p=4120	C:/My%20Web%20Sites/techverse/ipsusa.net/index7dfd.html	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:38	2952/2952	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:25%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Femerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed49fe	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:39	77254/77254	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:26%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user1.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:40	77279/77279	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:27%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:41	77280/77280	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:28%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:42	77253/77253	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:29%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user2.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:43	77252/77252	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:30%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user3.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:44	77250/77250	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:31%20GMT	https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/assets/img/user4.jpg	(from https://ipsusa.net/blog/emerging-cloud-technologies-how-they-can-revolutionize-the-way-we-work/)
08:06:45	11274/11274	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:33%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/4193	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/4193.json	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:45	862/862	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/feed/index.html	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:46	2739/2739	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:33%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2F3-qualities-to-look-for-while-hiring-a-content-marketer%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed6604.json	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:33%20GMT	https://ipsusa.net/?p=4193	C:/My%20Web%20Sites/techverse/ipsusa.net/indexcc03.html	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:46	2941/2941	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:34%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2F3-qualities-to-look-for-while-hiring-a-content-marketer%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embede07e	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:52	102081/102081	---MC-	200	added ('OK')	text/html	date:Tue,%2002%20Jul%202024%2015:07:35%20GMT	http://ipsusa.net/blog/how-to-choose-trustworthy-digital-marketing-services-in-usa/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-to-choose-trustworthy-digital-marketing-services-in-usa/index.html	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:52	77209/77209	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:35%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user1.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:53	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:40%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:54	77235/77235	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:42%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:55	77208/77208	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:42%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user2.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:56	77208/77208	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:43%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user3.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:57	77209/77209	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:44%20GMT	https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/assets/img/user4.jpg	(from https://ipsusa.net/blog/3-qualities-to-look-for-while-hiring-a-content-marketer/)
08:06:58	11398/11398	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:45%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/3960	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/3960.json	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:06:58	2835/2835	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/feed/index.html	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:06:59	2638/2638	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:46%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Ftop-3-types-of-content-that-get-the-most-attention%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embedab12.json	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:06:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:46%20GMT	https://ipsusa.net/?p=3960	C:/My%20Web%20Sites/techverse/ipsusa.net/index53fc.html	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:06:59	2840/2840	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:47%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Ftop-3-types-of-content-that-get-the-most-attention%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed130a	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:00	77193/77193	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:48%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user1.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:02	77220/77220	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:49%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:03	77220/77220	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:50%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/blog/blog-img3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/blog/blog-img3.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:04	77194/77194	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:51%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user2.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:05	77192/77192	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:52%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user3.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user3.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:06	77193/77193	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:53%20GMT	https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user4.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/assets/img/user4.jpg	(from https://ipsusa.net/blog/top-3-types-of-content-that-get-the-most-attention/)
08:07:06	12753/12753	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:54%20GMT	https://ipsusa.net/wp-json/wp/v2/posts/4099	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/wp/v2/posts/4099.json	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:07	839/839	---MC-	200	added ('OK')	application/rss+xml	etag:%22c4d88040c0444c66f42c3bcf1ddc4b74%22	https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/feed/	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/feed/index.html	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:07	2629/2629	---MC-	200	added ('OK')	application/json	date:Tue,%2002%20Jul%202024%2015:07:54%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-to-manage-your-social-media-amidst-covid-19%2F	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed22fb.json	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Jul%202024%2015:07:55%20GMT	https://ipsusa.net/?p=4099	C:/My%20Web%20Sites/techverse/ipsusa.net/index8394.html	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:08	2831/2831	---MC-	200	added ('OK')	text/xml	date:Tue,%2002%20Jul%202024%2015:07:55%20GMT	https://ipsusa.net/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fipsusa.net%2Fblog%2Fhow-to-manage-your-social-media-amidst-covid-19%2F&format=xml	C:/My%20Web%20Sites/techverse/ipsusa.net/wp-json/oembed/1.0/embed9ac6	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:09	77184/77184	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:56%20GMT	https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/assets/img/user1.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/assets/img/user1.jpg	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
08:07:10	77212/77212	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Jul%202024%2015:07:57%20GMT	https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/assets/img/blog/blog-img2.jpg	C:/My%20Web%20Sites/techverse/ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/assets/img/blog/blog-img2.jpg	(from https://ipsusa.net/blog/how-to-manage-your-social-media-amidst-covid-19/)
